,Network,Station,Location,Channel,Start,End
449,1J,TI6A,,CHZ,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
450,1J,TI1A,,CH1,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
451,1J,TI1A,,CH2,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
452,1J,TI1A,,CHZ,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
453,1J,TI4A,,CH1,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
454,1J,TI4A,,CH2,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
455,1J,TI4A,,CHZ,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
456,1J,TI3A,,CH1,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
457,1J,TI3A,,CH2,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
458,1J,TI3A,,CHZ,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
459,1J,TI8A,,CH1,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
460,1J,TI8A,,CH2,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
461,1J,TI8A,,CHZ,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
462,1J,TI6A,,CH1,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
463,1J,TI6A,,CH2,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
464,1J,TI6A,,CHZ,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
465,1J,TI1A,,CH1,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
466,1J,TI1A,,CH2,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
467,1J,TI1A,,CHZ,2019-01-18T00:00:00.000000Z,2019-01-19T00:00:00.000000Z
468,1J,TI4A,,CH1,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
469,1J,TI4A,,CH2,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
470,1J,TI4A,,CHZ,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
471,1J,TI3A,,CH1,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
472,1J,TI3A,,CH2,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
473,1J,TI3A,,CHZ,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
474,1J,TI8A,,CH1,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
475,1J,TI8A,,CH2,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
476,1J,TI8A,,CHZ,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
477,1J,TI6A,,CH1,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
478,1J,TI6A,,CH2,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
479,1J,TI6A,,CHZ,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
480,1J,TI1A,,CH1,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
481,1J,TI1A,,CH2,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
482,1J,TI1A,,CHZ,2019-01-19T00:00:00.000000Z,2019-01-20T00:00:00.000000Z
483,1J,TI4A,,CH1,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
484,1J,TI4A,,CH2,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
485,1J,TI4A,,CHZ,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
486,1J,TI3A,,CH1,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
487,1J,TI3A,,CH2,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
488,1J,TI3A,,CHZ,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
489,1J,TI8A,,CH1,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
490,1J,TI8A,,CH2,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
491,1J,TI8A,,CHZ,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
492,1J,TI6A,,CH1,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
493,1J,TI6A,,CH2,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
494,1J,TI6A,,CHZ,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
495,1J,TI1A,,CH1,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
496,1J,TI1A,,CH2,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
497,1J,TI1A,,CHZ,2019-01-20T00:00:00.000000Z,2019-01-21T00:00:00.000000Z
498,1J,TI4A,,CH1,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
499,1J,TI4A,,CH2,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
500,1J,TI4A,,CHZ,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
501,1J,TI3A,,CH1,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
502,1J,TI3A,,CH2,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
503,1J,TI3A,,CHZ,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
504,1J,TI8A,,CH1,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
505,1J,TI8A,,CH2,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
506,1J,TI8A,,CHZ,2019-01-21T00:00:00.000000Z,2019-01-22T00:00:00.000000Z
